Date,fund01,fund06,fund05,fund04,fund03,fund07,fund02,fund09,fund08,fund29,fund28
2013-01-02,1.7329,1.2872,1.2231,NA,1.0005,0.6254,1.0905,0.6519,0.7971,1.2383,1.1611
2013-01-03,1.7464,1.2891,1.2244,NA,1.0007,0.6253,1.0911,0.6455,0.7931,1.2482,1.1619
2013-01-04,1.74,1.2916,1.2259,1.1203,1.0004,0.6301,1.0912,0.6417,0.8022,1.2465,1.1628
2013-01-07,1.7377,1.2886,1.2239,1.1211,1.0006,0.6276,1.0906,0.6398,0.798,1.2455,1.1615
2013-01-08,1.728,1.2832,1.2201,1.1222,1.0007,0.626,1.0894,0.6359,0.7951,1.2391,1.1591
2013-01-09,1.7345,1.2873,1.2234,1.1231,1.0009,0.629,1.0909,0.6452,0.7962,1.2427,1.1615
2013-01-10,1.74,1.2906,1.2255,1.1216,1.0008,0.6323,1.0915,0.6508,0.7983,1.2475,1.1628
2013-01-11,1.7352,1.2909,1.2257,1.1215,1.0007,0.6336,1.0916,0.6529,0.8019,1.2444,1.163
2013-01-14,1.7388,1.2922,1.2268,NA,1.0009,0.6331,1.0922,0.6582,0.8003,1.2497,1.1638
2013-01-15,1.7376,1.2932,1.2278,1.1234,1.0011,0.6343,1.0929,0.6589,0.8022,1.2478,1.1647
2013-01-16,1.7457,1.295,1.2295,1.125,1.0015,0.6331,1.0941,0.6637,0.7995,1.2548,1.166
2013-01-17,1.7522,1.3002,1.2335,1.1252,1.0018,0.6369,1.0956,0.66,0.8057,1.2603,1.1688
2013-01-18,1.7575,1.3047,1.2365,1.1242,1.0016,0.6396,1.0965,0.6611,0.8095,1.2611,1.1706
2013-01-21,1.7598,NA,NA,NA,1.0019,NA,NA,0.6586,NA,1.2627,NA
2013-01-22,1.7602,1.3049,1.2369,1.1252,1.0019,0.6409,1.097,0.6584,0.808,1.2652,1.1711
2013-01-23,1.7636,1.3058,1.2379,1.1268,1.0021,0.641,1.0977,0.6559,0.808,1.2663,1.1719
2013-01-24,1.7718,1.3129,1.2433,1.1268,1.0024,0.6435,1.0999,0.6585,0.8159,1.2742,1.1756
2013-01-25,1.781,1.3211,1.2489,1.1246,1.0024,0.6478,1.1017,0.6669,0.8243,1.2832,1.1793
2013-01-29,1.8002,1.3278,1.2531,1.1211,1.002,0.6498,1.1027,0.6677,0.8258,1.3021,1.1816
2013-01-30,1.8031,1.3291,1.2538,1.1201,1.0021,0.6485,1.1028,0.6691,0.8272,1.2987,1.1821
2013-01-31,1.7963,1.3261,1.252,1.122,1.0024,0.6466,1.1025,0.6719,0.8247,1.2923,1.1811
2013-02-01,1.8115,1.3369,1.2597,1.1205,1.0024,0.652,1.1052,0.6781,0.8339,1.304,1.1861
2013-02-04,1.8064,1.3286,1.2533,1.1197,1.0024,0.6451,1.1027,0.6767,0.8218,1.2992,1.1817
2013-02-05,1.797,1.3286,1.2535,1.1205,1.0026,0.6489,1.1029,0.6746,0.8284,1.2965,1.1821
2013-02-06,1.8112,1.3376,1.2603,1.1213,1.0027,0.6505,1.1057,0.6785,0.8354,1.3051,1.1867
2013-02-07,1.8165,1.3374,1.2605,1.1225,1.003,0.6484,1.1061,0.678,0.832,1.3114,1.187
2013-02-08,1.8305,1.3449,1.266,1.1226,1.003,0.6517,1.1083,0.6825,0.8359,1.319,1.1907
2013-02-11,1.8261,1.3441,1.2656,NA,1.0034,0.6511,1.1084,0.6797,0.8373,1.3174,1.1906
2013-02-12,1.8261,1.3457,1.2667,1.1232,1.0034,0.6538,1.1088,0.6798,0.8395,1.3221,1.1914
2013-02-13,1.8422,1.3498,1.2694,1.1218,1.0032,0.6548,1.1096,0.6808,0.8366,1.3361,1.193
2013-02-14,1.8543,1.3519,1.2708,1.1215,1.003,0.654,1.11,0.6767,0.8339,1.3427,1.1937
2013-02-15,1.8534,1.3524,1.2714,1.1225,1.0033,0.6526,1.1104,0.6735,0.8354,1.3486,1.1943
2013-02-18,1.8707,NA,NA,NA,1.0034,NA,NA,0.67,NA,1.3666,NA
2013-02-19,1.8788,1.3635,1.2795,1.1219,1.0034,0.659,1.1135,0.6783,0.8392,1.3693,1.1997
2013-02-20,1.8848,1.3655,1.2808,1.1218,1.0035,0.655,1.1141,0.6877,0.8381,1.372,1.2006
2013-02-21,1.8412,1.3463,1.2672,1.1238,1.0036,0.6484,1.1093,0.6827,0.831,1.3452,1.1917
2013-02-22,1.8555,1.3524,1.2719,1.1242,1.0036,0.6538,1.1112,0.683,0.8326,1.3607,1.1949
2013-02-25,1.8708,1.3546,1.2739,1.1263,1.0038,0.6492,1.1124,0.688,0.8278,1.3764,1.1964
2013-02-26,1.8522,1.3497,1.2708,1.1281,1.0043,0.6471,1.1117,0.6835,0.8309,1.363,1.1947
2013-02-27,1.8644,1.3597,1.2783,1.1294,1.0045,0.6532,1.1149,0.6901,0.8395,1.3686,1.1999
2013-02-28,1.89,1.3694,1.2855,1.1299,1.0044,0.6562,1.1176,0.6951,0.8402,1.3817,1.2047
2013-03-01,1.8835,1.3669,1.284,1.131,1.0044,0.6571,1.1171,0.684,0.8406,1.3793,1.2037
2013-03-04,1.8601,1.3628,1.2813,1.1321,1.0047,0.6585,1.1166,0.6863,0.847,1.3638,1.2022
2013-03-05,1.8845,1.3736,1.2888,1.1303,1.0044,0.6652,1.119,0.6931,0.85,1.3836,1.207
2013-03-06,1.9007,1.3787,1.2922,1.1288,1.0042,0.6668,1.1198,0.6966,0.8487,1.3955,1.2091
2013-03-07,1.8981,1.3781,1.2913,1.1273,1.0043,0.6681,1.1193,0.6956,0.8496,1.3935,1.2084
2013-03-08,1.9038,1.3831,1.2946,1.1257,1.0041,0.6727,1.12,0.6911,0.8559,1.3954,1.2103
2013-03-11,1.9124,1.3864,1.2969,1.1252,1.0041,0.6751,1.1208,0.6947,0.8562,1.4048,1.2118
2013-03-12,1.9015,1.3795,1.2921,1.1256,1.004,0.674,1.1191,0.6949,0.8508,1.397,1.2086
2013-03-13,1.892,1.3765,1.29,1.1261,1.0041,0.6735,1.1185,0.6928,0.8512,1.3861,1.2073
2013-03-14,1.8696,1.3685,1.2837,1.1236,1.0037,0.6778,1.1156,0.6867,0.8501,1.3711,1.2029
2013-03-15,1.9021,1.3798,1.2923,1.1255,1.0037,0.6773,1.1192,0.6935,0.8503,1.3965,1.2089
2013-03-18,1.8645,1.3632,1.2811,1.1292,1.0046,0.6725,1.116,0.6837,0.8438,1.3707,1.2019
2013-03-19,1.8547,1.3594,1.2783,1.129,1.0044,0.6716,1.1149,0.6816,0.8442,1.3656,1.2
2013-03-20,1.8469,1.3587,1.2779,NA,1.0045,0.6752,1.1148,0.6812,0.8469,1.3685,1.1998
2013-03-21,1.844,1.3528,1.2734,1.1288,1.0044,0.6711,1.113,0.6791,0.8382,1.3633,1.1967
2013-03-22,1.8468,1.3552,1.2755,1.1297,1.0044,0.6727,1.1141,0.6796,0.8409,1.3664,1.1983
2013-03-25,1.8551,1.3563,1.276,1.1291,1.0044,0.671,1.1141,0.6787,0.8369,1.374,1.1985
2013-03-26,1.8403,1.3529,1.2738,1.13,1.0047,0.6741,1.1135,0.6779,0.8382,1.3657,1.1972
2013-03-27,1.8566,1.3604,1.2797,1.1318,1.0049,0.6738,1.1161,0.6813,0.8405,1.3782,1.2013
2013-03-28,1.8461,1.3591,1.2791,1.1332,1.0053,0.6756,1.1162,0.6763,0.8449,1.3751,1.2011
2013-04-02,1.8527,1.3604,1.2802,1.1291,0.9993,0.6759,1.117,0.6894,0.8424,1.3735,1.202
2013-04-03,1.8417,1.3524,1.2744,1.1295,0.9992,0.6707,1.1149,0.691,0.8344,1.3698,1.1982
2013-04-04,1.8249,1.3508,1.2742,1.1333,0.9993,0.6718,1.1156,0.6902,0.8394,1.3607,1.1985
2013-04-05,1.8171,1.3486,1.2733,1.1364,0.9994,0.6688,1.1159,0.6885,0.84,1.3519,1.1983
2013-04-08,1.8222,1.3531,1.2769,1.1374,0.9998,0.674,1.1175,0.6897,0.8434,1.3549,1.2009
2013-04-09,1.8481,1.3595,1.2813,1.1362,0.9999,0.6762,1.119,0.6907,0.8395,1.3751,1.2036
2013-04-10,1.8451,1.363,1.2834,1.134,0.9999,0.6855,1.1194,0.6918,0.8466,1.3712,1.2049
2013-04-11,1.8592,1.3707,1.289,1.134,1.0,0.6896,1.1216,0.6958,0.8509,1.3839,1.2088
2013-04-12,1.8616,1.3736,1.2915,1.1352,1.0002,0.6868,1.1229,0.71,0.8521,1.3818,1.2106
2013-04-15,1.8439,1.3626,1.2838,1.1367,1.0007,0.6752,1.1205,0.7111,0.8461,1.3783,1.2057
2013-04-16,1.8368,1.366,1.2862,1.1365,1.0009,0.6789,1.1215,0.7147,0.8547,1.3769,1.2074
2013-04-17,1.8563,1.3686,1.2882,1.1369,1.0009,0.6711,1.1223,0.7259,0.8469,1.392,1.2087
2013-04-18,1.8262,1.3563,1.2796,1.1387,1.0011,0.6679,1.1195,0.7228,0.8426,1.3796,1.2032
2013-04-19,1.8294,1.3624,1.2841,1.1387,1.0012,0.6731,1.1212,0.7254,0.8486,1.3735,1.2061
2013-04-22,1.8419,1.37,1.2897,1.1392,1.0013,0.6763,1.1233,0.7201,0.8561,1.3851,1.21
2013-04-23,1.8598,1.3818,1.2989,1.1412,1.0016,0.6846,1.1273,0.7252,0.8655,1.399,1.2166
2013-04-24,1.8915,1.3961,1.3094,1.1416,1.0019,0.6884,1.1315,0.7342,0.8695,1.4259,1.2236
2013-04-26,1.8901,1.3954,1.3091,1.1425,1.0022,0.6891,1.1315,0.7234,0.8716,1.419,1.2235
2013-04-29,1.9004,1.4006,1.3132,NA,1.0025,0.6939,1.1335,0.7263,0.873,1.4267,1.2265
2013-04-30,1.9241,1.4107,1.3207,1.1444,1.0026,0.6953,1.1365,0.7308,0.8744,1.4475,1.2315
2013-05-01,1.9148,1.4079,1.3189,NA,1.0027,0.691,1.1359,0.7287,0.8767,1.4429,1.2304
2013-05-02,1.9009,1.4078,1.3193,1.1476,1.0031,0.6948,1.1366,0.7333,0.8827,1.4377,1.2311
2013-05-03,1.9008,1.4096,1.3202,NA,1.0032,0.7011,1.1366,0.7333,0.8855,1.4383,1.2315
2013-05-06,1.9106,1.4165,1.325,NA,1.0032,0.702,1.1382,0.7342,0.8914,1.4402,1.2347
2013-05-07,1.9061,1.4223,1.3293,1.1449,1.0036,0.7076,1.1399,0.7322,0.9043,1.431,1.2377
2013-05-08,1.9266,1.4329,1.3372,1.1457,1.0039,0.7117,1.1431,0.7425,0.909,1.446,1.2432
2013-05-09,1.9296,1.4315,1.3359,1.1446,1.0038,0.7097,1.1423,0.7432,0.9053,1.4456,1.2421
2013-05-10,1.9328,1.4414,1.3422,1.1405,1.0036,0.7147,1.1439,0.7468,0.9228,1.4448,1.2461
2013-05-13,1.9388,1.4456,1.3452,1.1401,1.0037,0.7155,1.1451,0.7534,0.9265,1.4517,1.2481
2013-05-14,1.9426,1.4529,1.3504,1.1392,1.0039,0.7211,1.1468,0.7543,0.9374,1.4543,1.2516
2013-05-15,1.9317,1.4526,1.3501,1.1386,1.0039,0.7259,1.1466,0.7473,0.9442,1.4485,1.2513
2013-05-16,1.9214,1.4504,1.3492,1.1414,1.0041,0.7235,1.1468,0.751,0.9454,1.4445,1.251
2013-05-17,1.9271,1.461,1.3571,1.1417,1.0044,0.7297,1.1498,0.7506,0.9608,1.4429,1.2564
2013-05-20,1.9371,1.4635,1.3587,1.1406,1.0045,0.7311,1.1502,0.7516,0.9585,1.4523,1.2574
2013-05-21,1.9264,1.4624,1.3576,1.1395,1.0044,0.7333,1.1496,0.756,0.9623,1.438,1.2566
2013-05-22,1.9208,1.4595,1.3552,1.1385,1.0043,0.7315,1.1483,0.7399,0.9671,1.4331,1.2548
2013-05-23,1.8824,1.4353,1.3375,1.1382,1.0045,0.72,1.1421,0.7257,0.9524,1.3979,1.2432
2013-05-24,1.8531,1.4261,1.3307,1.1376,1.0044,0.7192,1.1394,0.7168,0.9553,1.3755,1.2387
2013-05-27,1.8439,NA,NA,NA,1.0047,NA,NA,0.7186,NA,1.3722,NA
2013-05-28,1.8484,1.4289,1.3323,1.1357,1.0047,0.7247,1.1397,0.7173,0.9636,1.3768,1.2397
2013-05-29,1.8504,1.4243,1.3282,1.1326,1.0046,0.7181,1.1377,0.7159,0.9584,1.3676,1.2368
2013-05-30,1.8373,1.4154,1.322,1.1342,1.0048,0.7177,1.1357,0.6982,0.954,1.357,1.2328
2013-05-31,1.836,1.4133,1.3203,1.1339,1.005,0.7092,1.1351,0.7037,0.9514,1.352,1.2317
2013-06-03,1.8214,1.4009,1.3114,1.134,1.0051,0.7076,1.1321,0.6904,0.9398,1.3474,1.2258
2013-06-04,1.826,1.4055,1.3143,1.1324,1.0051,0.7078,1.1328,0.6925,0.9469,1.3473,1.2276
2013-06-05,1.8019,1.3942,1.3065,1.1337,1.0052,0.6959,1.1302,0.6833,0.9447,1.3303,1.2225
2013-06-06,1.7819,1.3889,1.3029,1.1342,1.0056,0.6958,1.1292,0.6832,0.9473,1.3137,1.2203
2013-06-07,1.7658,1.3911,1.3047,1.1345,1.0058,0.7025,1.1298,0.6832,0.9627,1.3071,1.2216
2013-06-11,1.7727,1.3917,1.3041,1.1302,1.0058,0.6978,1.1291,0.6797,0.9665,1.3122,1.221
2013-06-12,1.7606,1.3791,1.2945,1.1285,1.0056,0.6933,1.1252,0.677,0.9522,1.3034,1.2143
2013-06-13,1.7496,1.3738,1.2913,1.1306,1.0056,0.696,1.1244,0.6698,0.948,1.3012,1.2124
2013-06-14,1.785,1.3855,1.3002,1.1332,1.0057,0.6952,1.1283,0.6736,0.9437,1.3253,1.2185
2013-06-17,1.7976,1.397,1.3084,1.1323,1.0059,0.7019,1.1313,0.6771,0.9574,1.3365,1.224
2013-06-18,1.7932,1.4044,1.3139,1.1321,1.006,0.7058,1.1333,0.6886,0.9727,1.3313,1.2278
2013-06-19,1.8103,1.4027,1.312,1.1304,1.006,0.7005,1.1325,0.6982,0.9596,1.345,1.2263
2013-06-20,1.7724,1.3847,1.2971,1.1223,1.0058,0.681,1.1255,0.681,0.9629,1.3183,1.2157
2013-06-21,1.7649,1.3786,1.2916,1.1176,1.0057,0.6807,1.1227,0.672,0.9584,1.3112,1.2116
2013-06-24,1.7414,1.3587,1.2755,1.1106,1.0053,0.6715,1.1156,0.6736,0.9384,1.2966,1.2002
2013-06-25,1.7364,1.3633,1.2796,1.1133,1.0058,0.6778,1.1176,0.6673,0.9493,1.2955,1.2033
2013-06-26,1.7644,1.3761,1.2892,1.1154,1.0058,0.685,1.1216,0.6775,0.9504,1.317,1.2098
2013-06-27,1.7938,1.3953,1.3038,1.118,1.006,0.6918,1.1275,0.6898,0.9612,1.3429,1.2198
